Date, Element No, Used interval, SM16 Interval (new), SM17 Interval (new), SM17/SM16 Interval ratio, R (SM16), R (SM17)(exp), R (SM17), Grade, Success, abs RM16, abs RM17 (expected), abs RM17 (predicted), abs R-Metric, sqr R-Metric, Title,
Apr 28 2018 20:07:56,11,1,2,9,4.73,0.975,0.957,0.99,3,1,0.0246,0.0431,0.01,0.0147,0.0005,a thin cover for a bed_ made of wool_ cotton_ or other material. (When Marcos saw Maria sleeping on the sofa_ he covered her with a . so she wouldn’t be too cold.)
Apr 28 2018 20:09:01,25,1,2,1,0.5,0.945,0.967,0.99,2,0,0.9452,0.9672,0.99,-0.0449,-0.0869,pillow – a soft cushion for one’s head in bed_ usually filled with feathers_ cotton_ or other material. * Why do people decorate their beds with so many pil ows? I only need .
Apr 28 2018 20:09:29,20,1,2,8,3.97,0.943,0.966,0.99,4,1,0.0573,0.0341,0.01,0.0474,0.0032,mat(e/a)rial
Apr 28 2018 20:09:51,9,1,2,10,4.75,0.94,0.957,0.99,4,1,0.0595,0.0433,0.01,0.0496,0.0034,covers. (When my husband sleeps_ he always steals the covers and then I get so cold at night!)
Apr 28 2018 20:10:58,15,1,2,9,4.7,0.938,0.957,0.99,3,1,0.0615,0.0427,0.01,0.0516,0.0037,(v) to produce a show_ play_ broadcast_ etc. for the public. e.g. ESLPod.com . _A Day in the Life of Jeff__ a special 10-episode course to teach you everyday vocabulary in English.
Apr 28 2018 20:11:04,19,1,2,8,3.98,0.937,0.966,0.99,4,1,0.0633,0.0342,0.01,0.0534,0.0039,m(a/e)terial
Apr 28 2018 20:11:09,24,1,2,8,3.89,0.935,0.967,0.99,4,1,0.065,0.0332,0.01,0.0551,0.0041,cu(sh/t)ion
Apr 28 2018 20:14:21,22,1,2,1,0.5,0.933,0.967,0.99,2,0,0.9335,0.9666,0.99,-0.0566,-0.1089,(n) cushion  [_k???n]
Apr 28 2018 20:16:42,16,1,2,9,4.7,0.932,0.957,0.99,3,1,0.068,0.0427,0.01,0.058,0.0045,(n) one part of a story that is broadcast on television or radio in several parts. e.g. ESLPod.com presents _A Day in the Life of Jeff__ a special 10-. course to teach you .
Apr 29 2018 12:06:56,25,1,2,4,1.8,0.948,0.932,0.932,4,1,0.0524,0.0677,0.0677,-0.0153,-0.0018,pillow – a soft cushion for one’s head in bed_ usually filled with feathers_ cotton_ or other material. * Why do people decorate their beds with so many pil ows? I only need .
Apr 29 2018 12:07:05,23,2,4,6,1.56,0.899,0.945,0.943,3,1,0.1013,0.0555,0.0568,0.0445,0.007,(n) 垫子
Apr 29 2018 12:07:10,22,1,2,4,1.78,0.951,0.933,0.933,3,1,0.0495,0.0673,0.0673,-0.0179,-0.0021,(n) cushion  [_k???n]
Apr 29 2018 12:07:26,10,2,5,8,1.57,0.905,0.935,0.943,4,1,0.0954,0.0654,0.0568,0.0385,0.0059,the top-most_ thickest cover for a bed_ usually made of feathers or other warm material. * In the winter_ they sleep under a very thick comforter_ but in the summer they don’t .
Apr 29 2018 12:07:43,7,2,5,8,1.57,0.902,0.935,0.943,4,1,0.0982,0.0655,0.0568,0.0413,0.0064,to awaken; to stop sleeping. (She always leaves her curtains open so that she can . with the sunlight.)
Apr 29 2018 12:07:54,6,2,5,8,1.58,0.907,0.934,0.943,4,1,0.0925,0.0655,0.0568,0.0357,0.0053,to get up. (This morning I got up very quickly because the baby was crying.)
Apr 29 2018 12:08:05,8,2,5,8,1.57,0.913,0.935,0.943,4,1,0.0869,0.0655,0.0568,0.0301,0.0043,to manage; to deal with; to control. (Are you sure that you can . taking six classes this semester?)
Apr 30 2018 08:54:59,36,1,2,1,0.5,0.946,0.987,0.99,2,0,0.9457,0.9871,0.99,-0.0444,-0.0859,(n) transcript - （根据录音或笔记整理的）文字本. (n) episode - （电视连续剧的）集；（连载小说的）节. (ESLPod.com presents _A Day in the Life of Jeff__ a special 10-episode course to teach you everyday .
4月 30 2018 14:43:42,33,1,2,6,2.93,0.944,0.977,0.99,3,1,0.0555,0.0234,0.01,0.0456,0.003,(adv) not often . (I have . heard him mention her under any other name.). (syn) rarely . The Advertures of Sherlock Holmes
4月 30 2018 14:47:48,26,1,2,1,0.5,0.943,0.979,0.99,2,0,0.9434,0.9788,0.99,-0.0467,-0.0903,(n) episode  /??p??s??d/. (ESLPod.com presents _A Day in the Life of Jeff__ a special 10-episode course to teach you everyday vocabulary in English.)
4月 30 2018 14:48:20,30,1,2,9,4.33,0.942,0.962,0.99,3,1,0.0577,0.0383,0.01,0.0478,0.0032,the fabric covering a pillow; the material that covers a pillow to keep it clean. (They bought new . to match the color of their bedroom walls.)
5月 01 2018 08:13:05,18,1,2,6,3.04,0.941,0.975,0.99,4,1,0.0588,0.0245,0.01,0.0488,0.0034,Listening and Spelling
5月 01 2018 08:13:37,36,1,2,6,3.16,0.943,0.903,0.903,4,1,0.0566,0.0973,0.0973,-0.0406,-0.0063,(n) transcript - （根据录音或笔记整理的）文字本. (n) episode - （电视连续剧的）集；（连载小说的）节. (ESLPod.com presents _A Day in the Life of Jeff__ a special 10-episode course to teach you everyday .
5月 01 2018 08:14:34,26,1,2,4,2.03,0.947,0.926,0.926,4,1,0.0533,0.0737,0.0737,-0.0204,-0.0026,(n) episode  /??p??s??d/. (ESLPod.com presents _A Day in the Life of Jeff__ a special 10-episode course to teach you everyday vocabulary in English.)
5月 02 2018 10:46:25,28,3,6,11,1.86,0.851,0.916,0.917,3,1,0.1491,0.0844,0.0832,0.0659,0.0153,(translation) I have seldom heard him mention her under any other name. The Advertures of Sherlock Holmes
5月 02 2018 10:46:44,32,3,2,1,0.5,0.848,0.915,0.917,2,0,0.8482,0.9153,0.9168,-0.0686,-0.121,(n) 丑事，丑闻 . (The . about the president is spread throught the whole city.) . The Advertures of Sherlock Holmes
5月 03 2018 17:57:42,2,3,8,15,1.93,0.846,0.897,0.917,4,1,0.1544,0.1031,0.0832,0.0711,0.0169,Listening and Spelling
5月 03 2018 17:57:49,39,3,8,15,1.93,0.843,0.897,0.917,4,1,0.1568,0.1031,0.0832,0.0736,0.0177,Listening and Spelling
5月 03 2018 17:57:59,32,1,2,8,3.9,0.946,0.872,0.872,4,1,0.0541,0.128,0.128,-0.0739,-0.0135,(n) 丑事，丑闻 . (The . about the president is spread throught the whole city.) . The Advertures of Sherlock Holmes
5月 03 2018 17:58:03,12,3,7,16,2.22,0.852,0.897,0.917,4,1,0.148,0.1035,0.0832,0.0648,0.015,Listening and Spelling
5月 03 2018 17:58:09,38,3,7,16,2.22,0.86,0.897,0.917,4,1,0.1397,0.1034,0.0832,0.0565,0.0126,Listening and Spelling
5月 03 2018 17:58:48,40,3,2,1,0.5,0.844,0.897,0.917,2,0,0.8445,0.8967,0.9168,-0.0723,-0.1273,(n) two pieces of large_ thin fabric placed on a bed – one to lie on and one to lie under. (How often do you change the . on your bed?)
5月 03 2018 18:00:12,22,4,2,1,0.5,0.817,0.882,0.882,2,0,0.8172,0.8822,0.8822,-0.065,-0.1105,(n) cushion  [_k???n]
5月 03 2018 18:01:01,25,4,2,1,0.5,0.817,0.883,0.883,2,0,0.8172,0.883,0.883,-0.0658,-0.1119,a soft cushion for one’s head in bed_ usually filled with feathers_ cotton_ or other material. * Why do people decorate their beds with so many pil ows? I only need .
5月 03 2018 18:01:14,14,3,8,16,1.94,0.842,0.897,0.917,4,1,0.1576,0.1035,0.0832,0.0744,0.0179,Listening and Spelling
